permutation,Agent2_1_SA_EndSpeed,Agent2_1_SA_DynamicDuration,Agent2_1_SA_DynamicShape,Agent2_1_SA_DynamicDelay,Agent2_1_TA_Times,Agent2_1_TA_Period,Agent2_1_TA_Offset,Agent2_1_Delay,Agent2_S,Agent2_Speed,Agent2_Type,Agent1_1_SA_DynamicShape,Agent1_1_SA_DynamicDuration,Agent1_1_SA_DynamicDelay,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicShape,Agent1_1_TA_DynamicDuration,Agent1_1_TA_DynamicDelay,Agent1_1_Delay,Agent1_S,Agent1_Speed,Agent1_Type,Ego_S,Ego_Speed,Ego_Vehicle
01BL-KEEP_02FS-ZZ_4_52_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_34_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_11_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_80_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_24_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_18_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_35_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_65_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_5_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_58_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_59_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_40_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_71_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_4_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_68_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_79_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_43_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_6_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_8_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_55_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_36_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_30_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_42_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_1_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_28_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_46_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_2_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_16_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_32_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_45_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_57_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_53_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_20_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_12_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_25_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_29_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_38_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_77_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_75_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_26_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_3_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_41_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_63_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_27_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_81_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_44_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_69_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_37_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_33_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_73_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_47_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_31_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_23_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_72_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,60.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_64_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_21_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,40.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_22_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.2,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_50_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,0.6,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02FS-ZZ_4_51_of_81.txt,0.0,0.5,sinusoidal,1.0,3.0,1.0,1.5,0.0,65.0,50.0,car_red,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
