permutation,Agent2_1_SA_DynamicShape,Agent2_1_SA_DynamicDuration,Agent2_1_SA_DynamicDelay,Agent2_1_SA_EndSpeed,Agent2_1_TA_DynamicShape,Agent2_1_TA_DynamicDuration,Agent2_1_TA_DynamicDelay,Agent2_1_Delay,Agent2_S,Agent2_Speed,Agent2_Type,Agent1_1_SA_DynamicShape,Agent1_1_SA_DynamicDuration,Agent1_1_SA_DynamicDelay,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicShape,Agent1_1_TA_DynamicDuration,Agent1_1_TA_DynamicDelay,Agent1_1_Delay,Agent1_S,Agent1_Speed,Agent1_Type,Ego_S,Ego_Speed,Ego_Vehicle
01BL-KEEP_02SR-KEEP_1_37_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_6_of_81.txt,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_33_of_81.txt,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_46_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_38_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_5_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_14_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_29_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_75_of_81.txt,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_74_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_64_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_65_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_34_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_52_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_61_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_66_of_81.txt,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_31_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_3_of_81.txt,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_25_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_21_of_81.txt,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_32_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_55_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_7_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_70_of_81.txt,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_44_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_68_of_81.txt,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_1_30_of_81.txt,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
