min_ttc,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Ego_Speed
0.8451363593887123,10.0,40.0,10.0,5.0,3.0,40.0
1.720745383763507,10.0,40.0,10.0,5.0,5.0,40.0
1.950180966312352,10.0,40.0,20.0,5.0,3.0,40.0
1.9319244299894152,10.0,40.0,20.0,5.0,5.0,40.0
1.5862647000340355,10.0,50.0,10.0,5.0,3.0,40.0
1.825078453047906,10.0,50.0,10.0,5.0,5.0,40.0
1.825078453047906,10.0,50.0,20.0,5.0,3.0,40.0
1.825078453047906,10.0,50.0,20.0,5.0,5.0,40.0
1.721845051265769,10.0,60.0,10.0,5.0,3.0,40.0
1.721845051265769,10.0,60.0,10.0,5.0,5.0,40.0
1.721845051265769,10.0,60.0,20.0,5.0,3.0,40.0
1.721845051265769,10.0,60.0,20.0,5.0,5.0,40.0
