min_ttc,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Ego_Speed
0.3105167453708525,10.0,0.0,40.0,5.0,2.0,40.0
0.31322270676010855,10.0,0.0,40.0,5.0,4.0,40.0
0.4807226100865132,10.0,0.0,50.0,5.0,2.0,40.0
0.0359771698057402,10.0,0.0,50.0,5.0,4.0,40.0
0.5333285158537708,10.0,0.0,60.0,5.0,2.0,40.0
0.2700651005092898,10.0,0.0,60.0,5.0,4.0,40.0
0.5734623975349459,10.0,10.0,40.0,5.0,2.0,40.0
0.04285963064901463,10.0,10.0,40.0,5.0,4.0,40.0
0.8868469082466208,10.0,10.0,50.0,5.0,2.0,40.0
0.33409187795654793,10.0,10.0,50.0,5.0,4.0,40.0
0.9773236447560814,10.0,10.0,60.0,5.0,2.0,40.0
0.5747851661477327,10.0,10.0,60.0,5.0,4.0,40.0
