min_ttc,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Ego_Speed
0.9137907702248359,15.0,40.0,10.0,5.0,3.0,40.0
1.2168753376753745,15.0,40.0,10.0,5.0,5.0,40.0
1.1725577837140995,15.0,40.0,20.0,5.0,3.0,40.0
1.3379099960004495,15.0,40.0,20.0,5.0,5.0,40.0
1.4756504873161773,15.0,50.0,10.0,5.0,3.0,40.0
1.5057196949163163,15.0,50.0,10.0,5.0,5.0,40.0
1.5057196949163163,15.0,50.0,20.0,5.0,3.0,40.0
1.5057196949163163,15.0,50.0,20.0,5.0,5.0,40.0
1.5057196949163163,15.0,60.0,10.0,5.0,3.0,40.0
1.5057196949163163,15.0,60.0,10.0,5.0,5.0,40.0
1.5057196949163163,15.0,60.0,20.0,5.0,3.0,40.0
1.5057196949163163,15.0,60.0,20.0,5.0,5.0,40.0
