min_ttc,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Ego_Speed
0.1381117404693884,50.0,0.0,40.0,5.0,2.0,40.0
0.13670895755988793,50.0,0.0,40.0,5.0,4.0,40.0
0.1381117404693884,50.0,0.0,50.0,5.0,2.0,40.0
0.13714340280462003,50.0,0.0,50.0,5.0,4.0,40.0
0.1381117404693884,50.0,0.0,60.0,5.0,2.0,40.0
0.13758237802566897,50.0,0.0,60.0,5.0,4.0,40.0
0.18951385405735252,50.0,10.0,40.0,5.0,2.0,40.0
0.18462524377217682,50.0,10.0,40.0,5.0,4.0,40.0
0.19154663696932764,50.0,10.0,50.0,5.0,2.0,40.0
0.18622296728441143,50.0,10.0,50.0,5.0,4.0,40.0
0.19154663696932764,50.0,10.0,60.0,5.0,2.0,40.0
0.18785307399031995,50.0,10.0,60.0,5.0,4.0,40.0
