min_ttc,Ego_Speed,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Agent2_S,Agent2_Speed,Agent2_1_SA_EndSpeed,Agent2_1_TA_DynamicDuration,Agent2_1_SA_DynamicDuration
0.8294,40.0,45.0,60.0,20.0,5.0,5.0,15.0,40.0,10.0,5.0,5.0
1.3741,40.0,45.0,40.0,20.0,5.0,5.0,15.0,40.0,20.0,5.0,3.0
0.7147,40.0,45.0,60.0,10.0,5.0,5.0,15.0,60.0,20.0,5.0,3.0
1.0653,40.0,45.0,50.0,10.0,5.0,3.0,15.0,40.0,10.0,5.0,3.0
2.0871,40.0,45.0,40.0,20.0,5.0,3.0,15.0,60.0,20.0,5.0,5.0
0.4802,40.0,45.0,60.0,20.0,5.0,3.0,15.0,40.0,10.0,5.0,5.0
2.0871,40.0,45.0,40.0,20.0,5.0,5.0,15.0,60.0,20.0,5.0,5.0
1.3741,40.0,45.0,50.0,20.0,5.0,5.0,15.0,40.0,20.0,5.0,3.0
0.7929,40.0,45.0,60.0,20.0,5.0,3.0,15.0,60.0,20.0,5.0,3.0
0.5987,40.0,45.0,60.0,20.0,5.0,3.0,15.0,40.0,20.0,5.0,5.0
0.6588,40.0,45.0,60.0,10.0,5.0,5.0,15.0,50.0,20.0,5.0,3.0
0.8081,40.0,45.0,60.0,10.0,5.0,3.0,15.0,40.0,20.0,5.0,5.0
1.7189,40.0,45.0,40.0,10.0,5.0,5.0,15.0,50.0,10.0,5.0,5.0
1.7526,40.0,45.0,50.0,20.0,5.0,5.0,15.0,50.0,20.0,5.0,5.0
1.5345,40.0,45.0,40.0,20.0,5.0,5.0,15.0,40.0,20.0,5.0,5.0
1.4228,40.0,45.0,40.0,20.0,5.0,5.0,15.0,40.0,10.0,5.0,5.0
1.7526,40.0,45.0,50.0,10.0,5.0,5.0,15.0,50.0,20.0,5.0,5.0
1.6977,40.0,45.0,40.0,10.0,5.0,3.0,15.0,50.0,20.0,5.0,3.0
1.5345,40.0,45.0,50.0,10.0,5.0,3.0,15.0,40.0,20.0,5.0,5.0
0.8690,40.0,45.0,60.0,10.0,5.0,3.0,15.0,50.0,10.0,5.0,5.0
1.9199,40.0,45.0,50.0,10.0,5.0,5.0,15.0,60.0,20.0,5.0,3.0
2.0180,40.0,45.0,50.0,20.0,5.0,3.0,15.0,60.0,10.0,5.0,5.0
2.0871,40.0,45.0,50.0,10.0,5.0,5.0,15.0,60.0,20.0,5.0,5.0
