min_ttc,Ego_Speed,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Agent2_S,Agent2_Speed,Agent2_1_SA_EndSpeed,Agent2_1_TA_DynamicDuration,Agent2_1_SA_DynamicDuration
1.6232,40.0,45.0,50.0,20.0,5.0,5.0,15.0,50.0,0.0,5.0,4.0
1.0949,40.0,45.0,50.0,10.0,5.0,5.0,15.0,60.0,0.0,5.0,2.0
1.0516,40.0,45.0,40.0,10.0,5.0,3.0,15.0,40.0,0.0,5.0,4.0
0.6236,40.0,45.0,60.0,10.0,5.0,5.0,15.0,50.0,0.0,5.0,4.0
1.8796,40.0,45.0,50.0,20.0,5.0,5.0,15.0,60.0,0.0,5.0,4.0
1.8796,40.0,45.0,40.0,20.0,5.0,5.0,15.0,60.0,0.0,5.0,4.0
0.2929,40.0,45.0,40.0,10.0,5.0,3.0,15.0,40.0,0.0,5.0,2.0
1.0949,40.0,45.0,50.0,20.0,5.0,5.0,15.0,60.0,0.0,5.0,2.0
1.0516,40.0,45.0,50.0,10.0,5.0,5.0,15.0,40.0,0.0,5.0,4.0
0.2902,40.0,45.0,60.0,20.0,5.0,3.0,15.0,40.0,0.0,5.0,4.0
0.8573,40.0,45.0,60.0,20.0,5.0,3.0,15.0,60.0,0.0,5.0,2.0
0.8207,40.0,45.0,60.0,20.0,5.0,3.0,15.0,60.0,0.0,5.0,4.0
1.8796,40.0,45.0,50.0,20.0,5.0,3.0,15.0,60.0,0.0,5.0,4.0
1.8796,40.0,45.0,40.0,10.0,5.0,5.0,15.0,60.0,0.0,5.0,4.0
1.0007,40.0,45.0,60.0,10.0,5.0,3.0,15.0,60.0,0.0,5.0,2.0
1.8796,40.0,45.0,50.0,10.0,5.0,5.0,15.0,60.0,0.0,5.0,4.0
0.6174,40.0,45.0,40.0,20.0,5.0,5.0,15.0,50.0,0.0,5.0,2.0
1.0516,40.0,45.0,40.0,20.0,5.0,3.0,15.0,40.0,0.0,5.0,4.0
0.2929,40.0,45.0,40.0,20.0,5.0,5.0,15.0,40.0,0.0,5.0,2.0
0.2929,40.0,45.0,40.0,10.0,5.0,5.0,15.0,40.0,0.0,5.0,2.0
0.3458,40.0,45.0,60.0,20.0,5.0,3.0,15.0,50.0,0.0,5.0,2.0
1.0516,40.0,45.0,40.0,10.0,5.0,5.0,15.0,40.0,0.0,5.0,4.0
1.0949,40.0,45.0,40.0,10.0,5.0,3.0,15.0,60.0,0.0,5.0,2.0
1.6232,40.0,45.0,50.0,20.0,5.0,3.0,15.0,50.0,0.0,5.0,4.0
1.0516,40.0,45.0,40.0,20.0,5.0,5.0,15.0,40.0,0.0,5.0,4.0
1.1587,40.0,45.0,60.0,20.0,5.0,5.0,15.0,40.0,0.0,5.0,4.0
0.7716,40.0,45.0,60.0,10.0,5.0,5.0,15.0,60.0,0.0,5.0,4.0
0.6174,40.0,45.0,50.0,10.0,5.0,3.0,15.0,50.0,0.0,5.0,2.0
1.0516,40.0,45.0,50.0,20.0,5.0,3.0,15.0,40.0,0.0,5.0,4.0
0.6174,40.0,45.0,50.0,20.0,5.0,5.0,15.0,50.0,0.0,5.0,2.0
0.6174,40.0,45.0,40.0,10.0,5.0,3.0,15.0,50.0,0.0,5.0,2.0
0.6174,40.0,45.0,40.0,10.0,5.0,5.0,15.0,50.0,0.0,5.0,2.0
1.6232,40.0,45.0,50.0,10.0,5.0,5.0,15.0,50.0,0.0,5.0,4.0
1.0949,40.0,45.0,50.0,10.0,5.0,3.0,15.0,60.0,0.0,5.0,2.0
1.6232,40.0,45.0,50.0,10.0,5.0,3.0,15.0,50.0,0.0,5.0,4.0
0.6174,40.0,45.0,60.0,10.0,5.0,5.0,15.0,50.0,0.0,5.0,2.0
1.6232,40.0,45.0,40.0,20.0,5.0,5.0,15.0,50.0,0.0,5.0,4.0
0.8671,40.0,45.0,60.0,20.0,5.0,3.0,15.0,50.0,0.0,5.0,4.0
0.7938,40.0,45.0,60.0,20.0,5.0,5.0,15.0,50.0,0.0,5.0,4.0
1.0949,40.0,45.0,40.0,20.0,5.0,5.0,15.0,60.0,0.0,5.0,2.0
0.6174,40.0,45.0,60.0,10.0,5.0,3.0,15.0,50.0,0.0,5.0,2.0
1.8796,40.0,45.0,50.0,10.0,5.0,3.0,15.0,60.0,0.0,5.0,4.0
1.0949,40.0,45.0,40.0,20.0,5.0,3.0,15.0,60.0,0.0,5.0,2.0
1.0516,40.0,45.0,50.0,20.0,5.0,5.0,15.0,40.0,0.0,5.0,4.0
0.2929,40.0,45.0,50.0,10.0,5.0,3.0,15.0,40.0,0.0,5.0,2.0
0.7933,40.0,45.0,60.0,20.0,5.0,5.0,15.0,60.0,0.0,5.0,4.0
0.2964,40.0,45.0,50.0,20.0,5.0,5.0,15.0,40.0,0.0,5.0,2.0
0.9537,40.0,45.0,60.0,10.0,5.0,3.0,15.0,50.0,0.0,5.0,4.0
1.8796,40.0,45.0,40.0,20.0,5.0,3.0,15.0,60.0,0.0,5.0,4.0
0.6360,40.0,45.0,60.0,10.0,5.0,3.0,15.0,40.0,0.0,5.0,4.0
0.2933,40.0,45.0,60.0,20.0,5.0,3.0,15.0,40.0,0.0,5.0,2.0
1.0516,40.0,45.0,50.0,10.0,5.0,3.0,15.0,40.0,0.0,5.0,4.0
0.3282,40.0,45.0,50.0,10.0,5.0,5.0,15.0,40.0,0.0,5.0,2.0
1.8796,40.0,45.0,40.0,10.0,5.0,3.0,15.0,60.0,0.0,5.0,4.0
1.6232,40.0,45.0,40.0,20.0,5.0,3.0,15.0,50.0,0.0,5.0,4.0
0.6542,40.0,45.0,60.0,10.0,5.0,5.0,15.0,40.0,0.0,5.0,4.0
1.6232,40.0,45.0,40.0,10.0,5.0,5.0,15.0,50.0,0.0,5.0,4.0
0.2929,40.0,45.0,50.0,20.0,5.0,3.0,15.0,40.0,0.0,5.0,2.0
0.8543,40.0,45.0,60.0,10.0,5.0,3.0,15.0,60.0,0.0,5.0,4.0
0.8019,40.0,45.0,60.0,20.0,5.0,5.0,15.0,60.0,0.0,5.0,2.0
0.7168,40.0,45.0,60.0,20.0,5.0,5.0,15.0,50.0,0.0,5.0,2.0
0.2929,40.0,45.0,60.0,10.0,5.0,3.0,15.0,40.0,0.0,5.0,2.0
1.6232,40.0,45.0,40.0,10.0,5.0,3.0,15.0,50.0,0.0,5.0,4.0
0.2929,40.0,45.0,40.0,20.0,5.0,3.0,15.0,40.0,0.0,5.0,2.0
0.6099,40.0,45.0,60.0,10.0,5.0,5.0,15.0,60.0,0.0,5.0,2.0
0.6174,40.0,45.0,50.0,10.0,5.0,5.0,15.0,50.0,0.0,5.0,2.0
0.6174,40.0,45.0,40.0,20.0,5.0,3.0,15.0,50.0,0.0,5.0,2.0
