min_ttc,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Ego_Speed
0.13810500722565855,30.0,0.0,40.0,5.0,2.0,40.0
0.13670648450591996,30.0,0.0,40.0,5.0,4.0,40.0
0.13810500722565855,30.0,0.0,50.0,5.0,2.0,40.0
0.1371404705909179,30.0,0.0,50.0,5.0,4.0,40.0
0.13810500722565855,30.0,0.0,60.0,5.0,2.0,40.0
0.13757722090089378,30.0,0.0,60.0,5.0,4.0,40.0
0.18541991994706106,30.0,10.0,40.0,5.0,2.0,40.0
0.18307285045378002,30.0,10.0,40.0,5.0,4.0,40.0
0.1863756808285973,30.0,10.0,50.0,5.0,2.0,40.0
0.1838485786460966,30.0,10.0,50.0,5.0,4.0,40.0
0.1863756808285973,30.0,10.0,60.0,5.0,2.0,40.0
0.1846309033496897,30.0,10.0,60.0,5.0,4.0,40.0
