min_ttc,Ego_Speed,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Agent2_S,Agent2_Speed,Agent2_1_SA_EndSpeed,Agent2_1_TA_DynamicDuration,Agent2_1_SA_DynamicDuration
0.3240,40.0,10.0,50.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
0.3378,40.0,10.0,50.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.5328,40.0,10.0,60.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.4169,40.0,10.0,40.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
0.4534,40.0,10.0,50.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
1.0345,40.0,10.0,60.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
1.3608,40.0,10.0,40.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
0.3972,40.0,10.0,50.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
1.1275,40.0,10.0,60.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
0.3729,40.0,10.0,50.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
1.4504,40.0,10.0,40.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.2932,40.0,10.0,40.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
1.3608,40.0,10.0,40.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.0738,40.0,10.0,60.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.2932,40.0,10.0,40.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
0.6212,40.0,10.0,50.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.2355,40.0,10.0,60.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
1.2774,40.0,10.0,60.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
0.3240,40.0,10.0,50.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
0.3378,40.0,10.0,50.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.5328,40.0,10.0,60.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.4169,40.0,10.0,40.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
0.4534,40.0,10.0,50.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
1.0345,40.0,10.0,60.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
1.3608,40.0,10.0,40.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
0.3972,40.0,10.0,50.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
1.1275,40.0,10.0,60.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
0.3729,40.0,10.0,50.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
1.4504,40.0,10.0,40.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.2932,40.0,10.0,40.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
1.3608,40.0,10.0,40.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.0738,40.0,10.0,60.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.2932,40.0,10.0,40.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
0.6212,40.0,10.0,50.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.2355,40.0,10.0,60.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
1.2774,40.0,10.0,60.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
0.3240,40.0,10.0,50.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
0.3378,40.0,10.0,50.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.5328,40.0,10.0,60.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.4169,40.0,10.0,40.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
0.4534,40.0,10.0,50.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
1.0345,40.0,10.0,60.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
1.3608,40.0,10.0,40.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
0.3972,40.0,10.0,50.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
1.1275,40.0,10.0,60.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
0.3729,40.0,10.0,50.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
1.4504,40.0,10.0,40.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.2932,40.0,10.0,40.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,4.0
1.3608,40.0,10.0,40.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.0738,40.0,10.0,60.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,4.0
1.2932,40.0,10.0,40.0,0.0,5.0,0.5,10.0,60.0,0.0,5.0,2.0
0.6212,40.0,10.0,50.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,2.0
1.2355,40.0,10.0,60.0,0.0,5.0,0.5,10.0,40.0,0.0,5.0,4.0
1.2774,40.0,10.0,60.0,0.0,5.0,0.5,10.0,50.0,0.0,5.0,2.0
