min_ttc,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_Offset,Agent1_1_TA_Period,Agent1_1_TA_Times,Ego_Speed
0.10276327655536403,15.0,40.0,0.0,0.6,0.2,1.0,40.0
0.08952108982748878,15.0,40.0,0.0,0.6,0.2,2.0,40.0
0.08952108982748878,15.0,40.0,0.0,0.6,0.2,3.0,40.0
0.1379872494398683,15.0,40.0,0.0,0.6,0.6,1.0,40.0
0.14698755219070486,15.0,40.0,0.0,0.6,0.6,2.0,40.0
0.14698755219070486,15.0,40.0,0.0,0.6,0.6,3.0,40.0
0.1757736625240877,15.0,40.0,0.0,0.6,1.0,1.0,40.0
0.18258136452871224,15.0,40.0,0.0,0.6,1.0,2.0,40.0
0.18258136452871224,15.0,40.0,0.0,0.6,1.0,3.0,40.0
0.09144787900229845,15.0,40.0,0.0,0.8,0.2,1.0,40.0
