min_ttc,Ego_Speed,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicDuration,Agent1_1_SA_DynamicDuration,Agent2_S,Agent2_Speed,Agent2_1_SA_EndSpeed,Agent2_1_TA_DynamicDuration,Agent2_1_SA_DynamicDuration
1.1812,40.0,45.0,50.0,60.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
1.1341,40.0,45.0,50.0,50.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
2.2516,40.0,45.0,60.0,60.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
2.0425,40.0,45.0,60.0,60.0,5.0,5.0,15.0,50.0,50.0,5.0,5.0
1.2774,40.0,45.0,50.0,40.0,5.0,5.0,15.0,60.0,40.0,5.0,5.0
1.2281,40.0,45.0,50.0,40.0,5.0,5.0,15.0,50.0,50.0,5.0,5.0
2.2209,40.0,45.0,60.0,50.0,5.0,5.0,15.0,60.0,40.0,5.0,5.0
2.2516,40.0,45.0,60.0,50.0,5.0,5.0,15.0,60.0,60.0,5.0,5.0
1.8916,40.0,45.0,40.0,60.0,5.0,5.0,15.0,50.0,40.0,5.0,5.0
1.0810,40.0,45.0,60.0,40.0,5.0,5.0,15.0,60.0,40.0,5.0,5.0
1.8130,40.0,45.0,60.0,40.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
1.9675,40.0,45.0,60.0,50.0,5.0,5.0,15.0,40.0,50.0,5.0,5.0
2.0369,40.0,45.0,60.0,40.0,5.0,5.0,15.0,50.0,60.0,5.0,5.0
1.2372,40.0,45.0,50.0,40.0,5.0,5.0,15.0,50.0,40.0,5.0,5.0
1.8916,40.0,45.0,60.0,40.0,5.0,5.0,15.0,50.0,40.0,5.0,5.0
1.6161,40.0,45.0,40.0,40.0,5.0,5.0,15.0,40.0,40.0,5.0,5.0
1.1615,40.0,45.0,50.0,50.0,5.0,5.0,15.0,50.0,50.0,5.0,5.0
2.0369,40.0,45.0,40.0,40.0,5.0,5.0,15.0,50.0,60.0,5.0,5.0
2.2209,40.0,45.0,60.0,60.0,5.0,5.0,15.0,60.0,40.0,5.0,5.0
1.6863,40.0,45.0,40.0,40.0,5.0,5.0,15.0,40.0,50.0,5.0,5.0
1.7622,40.0,45.0,40.0,50.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
2.0015,40.0,45.0,60.0,50.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
1.1760,40.0,45.0,50.0,40.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
2.2516,40.0,45.0,40.0,50.0,5.0,5.0,15.0,60.0,50.0,5.0,5.0
1.7622,40.0,45.0,40.0,40.0,5.0,5.0,15.0,40.0,60.0,5.0,5.0
1.7579,40.0,45.0,60.0,40.0,5.0,5.0,15.0,40.0,50.0,5.0,5.0
1.0799,40.0,45.0,60.0,40.0,5.0,5.0,15.0,60.0,50.0,5.0,5.0
1.6863,40.0,45.0,40.0,60.0,5.0,5.0,15.0,40.0,50.0,5.0,5.0
1.1818,40.0,45.0,50.0,40.0,5.0,5.0,15.0,40.0,50.0,5.0,5.0
1.1765,40.0,45.0,50.0,50.0,5.0,5.0,15.0,60.0,60.0,5.0,5.0
